"Castries","Castries","14.0167","-60.9833","Saint Lucia","LC","LCA","Castries","primary","70000","1662922505"
"Gros Islet","Gros Islet","14.0810","-60.9530","Saint Lucia","LC","LCA","Gros-Islet","","21660","1662587230"
