"Longyearbyen","Longyearbyen","78.2167","15.6333","Svalbard","XR","XSV","Svalbard","primary","2368","1930654114"
"Olonkinbyen","Olonkinbyen","70.921944","-8.715","Jan Mayen","SJ","SJM","Jan Mayen","minor","","0"

