"Bangkok","Bangkok","13.7500","100.5167","Thailand","TH","THA","Krung Thep Maha Nakhon","primary","17573000","1764068610"
"Nonthaburi","Nonthaburi","13.8667","100.5167","Thailand","TH","THA","Nonthaburi","admin","255671","1764667935"
"Pak Kret","Pak Kret","13.9125","100.4978","Thailand","TH","THA","Nonthaburi","minor","184501","1764165203"
"Hat Yai","Hat Yai","7.0167","100.4667","Thailand","TH","THA","Songkhla","minor","159130","1764161022"
"Chiang Mai","Chiang Mai","18.7889","98.9833","Thailand","TH","THA","Chiang Mai","admin","132634","1764662886"
"Nakhon Ratchasima","Nakhon Ratchasima","14.9736","102.0831","Thailand","TH","THA","Nakhon Ratchasima","admin","134440","1764752197"
"Surat Thani","Surat Thani","9.1397","99.3306","Thailand","TH","THA","Surat Thani","admin","130703","1764338230"
"Udon Thani","Udon Thani","17.4253","102.7902","Thailand","TH","THA","Udon Thani","admin","130274","1764676047"
"Ban Bang Pu Mai","Ban Bang Pu Mai","13.5441","100.6175","Thailand","TH","THA","Samut Prakan","","120058","1764009212"
"Phatthaya","Phatthaya","12.9496","100.8930","Thailand","TH","THA","Chon Buri","","115840","1764492695"
"Khon Kaen","Khon Kaen","16.4333","102.8333","Thailand","TH","THA","Khon Kaen","admin","115928","1764003406"
"Ban Mangkon","Ban Mangkon","13.6138","100.6104","Thailand","TH","THA","Samut Prakan","","102291","1764800579"
"Nakhon Si Thammarat","Nakhon Si Thammarat","8.4363","99.9630","Thailand","TH","THA","Nakhon Si Thammarat","admin","106322","1764409111"
"Nakhon Sawan","Nakhon Sawan","15.7133","100.1353","Thailand","TH","THA","Nakhon Sawan","admin","86439","1764821078"
"Phuket","Phuket","7.8881","98.3975","Thailand","TH","THA","Phuket","admin","77610","1764327831"
"Ban Talat Rangsit","Ban Talat Rangsit","13.9870","100.6095","Thailand","TH","THA","Pathum Thani","","79319","1764039814"
"Nakhon Pathom","Nakhon Pathom","13.8194","100.0581","Thailand","TH","THA","Nakhon Pathom","admin","78780","1764251992"
"Ubon Ratchathani","Ubon Ratchathani","15.2281","104.8594","Thailand","TH","THA","Ubon Ratchathani","admin","79023","1764611048"
"Phitsanulok","Phitsanulok","16.8158","100.2636","Thailand","TH","THA","Phitsanulok","admin","70871","1764140981"
"Chiang Rai","Chiang Rai","19.9094","99.8275","Thailand","TH","THA","Chiang Rai","admin","70610","1764748484"
"Ban Suan","Ban Suan","13.3616","100.9795","Thailand","TH","THA","Chon Buri","","66092","1764305340"
"Samut Sakhon","Samut Sakhon","13.5486","100.2775","Thailand","TH","THA","Samut Sakhon","admin","60103","1764502057"
"Songkhla","Songkhla","7.2061","100.5967","Thailand","TH","THA","Songkhla","admin","63834","1764543650"
"Ban Rangsit","Ban Rangsit","14.0167","100.7500","Thailand","TH","THA","Pathum Thani","","58838","1764251181"
"Saraburi","Saraburi","14.5286","100.9114","Thailand","TH","THA","Sara Buri","admin","61750","1764111243"
"Rayong","Rayong","12.6742","101.2789","Thailand","TH","THA","Rayong","admin","61902","1764920057"
"Yala","Yala","6.5397","101.2811","Thailand","TH","THA","Yala","admin","61250","1764430323"
"Trang","Trang","7.5561","99.6114","Thailand","TH","THA","Trang","admin","60591","1764343817"
"Ban Bang Kaeo","Ban Bang Kaeo","13.6371","100.6636","Thailand","TH","THA","Samut Prakan","","56949","1764813354"
"Samut Prakan","Samut Prakan","13.6004","100.5964","Thailand","TH","THA","Samut Prakan","admin","51309","1764159228"
"Phra Nakhon Si Ayutthaya","Phra Nakhon Si Ayutthaya","14.3594","100.5761","Thailand","TH","THA","Phra Nakhon Si Ayutthaya","admin","52952","1764002329"
"Lampang","Lampang","18.3000","99.5000","Thailand","TH","THA","Lampang","admin","55044","1764081847"
"Muban Saeng Bua Thong","Muban Saeng Bua Thong","13.9424","100.3913","Thailand","TH","THA","Nonthaburi","","51932","1764003021"
"Prachuap Khiri Khan","Prachuap Khiri Khan","11.8089","99.7980","Thailand","TH","THA","Prachuap Khiri Khan","admin","54018","1764877766"
"Sakon Nakhon","Sakon Nakhon","17.1564","104.1456","Thailand","TH","THA","Sakon Nakhon","admin","53618","1764476362"
"Maha Sarakham","Maha Sarakham","16.1772","103.3008","Thailand","TH","THA","Maha Sarakham","admin","52866","1764568961"
"Bang Bua Thong","Bang Bua Thong","13.9099","100.4263","Thailand","TH","THA","Nonthaburi","minor","50141","1764694888"
"Nong Khai","Nong Khai","17.8842","102.7467","Thailand","TH","THA","Nong Khai","admin","48274","1764279113"
"Bang Kruai","Bang Kruai","13.8042","100.4755","Thailand","TH","THA","Nonthaburi","minor","42390","1764357378"
"Pattani","Pattani","6.8664","101.2508","Thailand","TH","THA","Pattani","admin","44234","1764277891"
"Ban Sai Ma Tai","Ban Sai Ma Tai","13.8444","100.4829","Thailand","TH","THA","Nonthaburi","","30750","1764698508"
"Si Sa Ket","Si Sa Ket","15.1072","104.3291","Thailand","TH","THA","Sisaket","admin","42405","1764002764"
"Narathiwat","Narathiwat","6.4264","101.8231","Thailand","TH","THA","Narathiwat","admin","41342","1764748532"
"Ban Na Pa","Ban Na Pa","13.3956","101.0232","Thailand","TH","THA","Chon Buri","","38548","1764865021"
"Chachoengsao","Chachoengsao","13.6903","101.0703","Thailand","TH","THA","Chachoengsao","admin","39570","1764632382"
"Samrong","Samrong","13.6421","100.6039","Thailand","TH","THA","Samut Prakan","","30382","1764003521"
"Surin","Surin","14.8864","103.4932","Thailand","TH","THA","Surin","admin","39728","1764813179"
"Chaiyaphum","Chaiyaphum","15.8056","102.0311","Thailand","TH","THA","Chaiyaphum","admin","36923","1764784757"
"Ratchaburi","Ratchaburi","13.5367","99.8169","Thailand","TH","THA","Ratchaburi","admin","36339","1764773366"
"Roi Et","Roi Et","16.0533","103.6513","Thailand","TH","THA","Roi Et","admin","35219","1764216668"
"Phatthalung","Phatthalung","7.6178","100.0778","Thailand","TH","THA","Phatthalung","admin","35039","1764240863"
"Ban Bang Krang","Ban Bang Krang","13.8442","100.4612","Thailand","TH","THA","Nonthaburi","","23010","1764797592"
"Ban Ang Sila","Ban Ang Sila","13.3364","100.9278","Thailand","TH","THA","Chon Buri","","33053","1764931523"
"Kalasin","Kalasin","16.4333","103.5000","Thailand","TH","THA","Kalasin","admin","34437","1764060973"
"Uttaradit","Uttaradit","17.6256","100.0942","Thailand","TH","THA","Uttaradit","admin","33930","1764146253"
"Chumphon","Chumphon","10.4939","99.1800","Thailand","TH","THA","Chumphon","admin","33516","1764012939"
"Mukdahan","Mukdahan","16.5431","104.7228","Thailand","TH","THA","Mukdahan","admin","33102","1764994534"
"Ban Bang Khu Wat","Ban Bang Khu Wat","13.9576","100.4902","Thailand","TH","THA","Pathum Thani","","28349","1764948515"
"Chon Buri","Chon Buri","13.3611","100.9850","Thailand","TH","THA","Chon Buri","admin","29961","1764202077"
"Krabi","Krabi","8.0592","98.9189","Thailand","TH","THA","Krabi","admin","30499","1764587855"
"Sai Mai","Sai Mai","13.8882","100.4620","Thailand","TH","THA","Krung Thep Maha Nakhon","minor","23316","1764423311"
"Kamphaeng Phet","Kamphaeng Phet","16.4811","99.5222","Thailand","TH","THA","Kamphaeng Phet","admin","29178","1764367755"
"Samut Songkhram","Samut Songkhram","13.4097","100.0017","Thailand","TH","THA","Samut Songkhram","admin","28493","1764305010"
"Buri Ram","Buri Ram","14.9942","103.1022","Thailand","TH","THA","Buriram","admin","28613","1764141031"
"Kathu","Kathu","7.9112","98.3475","Thailand","TH","THA","Phuket","minor","26078","1764733770"
"Ban Bang Phun","Ban Bang Phun","13.9968","100.5891","Thailand","TH","THA","Pathum Thani","","24625","1764792338"
"Nakhon Phanom","Nakhon Phanom","17.4069","104.7808","Thailand","TH","THA","Nakhon Phanom","admin","26437","1764103547"
"Suphan Buri","Suphan Buri","14.4675","100.1169","Thailand","TH","THA","Suphan Buri","admin","26164","1764759549"
"Bang Sao Thong","Bang Sao Thong","13.5812","100.7957","Thailand","TH","THA","Samut Prakan","minor","23630","1764260674"
"Krathum Baen","Krathum Baen","13.6519","100.2572","Thailand","TH","THA","Samut Sakhon","minor","21904","1764425264"
"Amnat Charoen","Amnat Charoen","15.8758","104.6223","Thailand","TH","THA","Amnat Charoen","admin","25858","1764038011"
"Kanchanaburi","Kanchanaburi","14.0194","99.5311","Thailand","TH","THA","Kanchanaburi","admin","25651","1764455558"
"Lop Buri","Lop Buri","14.8000","100.6269","Thailand","TH","THA","Lop Buri","admin","24166","1764574750"
"Chanthaburi","Chanthaburi","12.6086","102.1039","Thailand","TH","THA","Chanthaburi","admin","23835","1764151688"
"Satun","Satun","6.6147","100.0681","Thailand","TH","THA","Satun","admin","23612","1764836023"
"Phetchaburi","Phetchaburi","13.1119","99.9458","Thailand","TH","THA","Phetchaburi","admin","23235","1764000534"
"Phra Pradaeng","Phra Pradaeng","13.6590","100.5329","Thailand","TH","THA","Samut Prakan","minor","10190","1764849819"
"Phichit","Phichit","16.4431","100.3467","Thailand","TH","THA","Phichit","admin","22299","1764024236"
"Loei","Loei","17.4853","101.7307","Thailand","TH","THA","Loei","admin","22339","1764996883"
"Phetchabun","Phetchabun","16.4169","101.1533","Thailand","TH","THA","Phetchabun","admin","22121","1764518331"
"Nong Bua Lamphu","Nong Bua Lamphu","17.2042","102.4444","Thailand","TH","THA","Nong Bua Lamphu","admin","21528","1764333285"
"Nan","Nan","18.7893","100.7766","Thailand","TH","THA","Nan","admin","20595","1764061223"
"Yasothon","Yasothon","15.7972","104.1431","Thailand","TH","THA","Yasothon","admin","20414","1764520637"
"Ban Rawai","Ban Rawai","7.7707","98.3185","Thailand","TH","THA","Phuket","","16988","1764734104"
"Prachin Buri","Prachin Buri","14.0567","101.3739","Thailand","TH","THA","Prachin Buri","admin","17768","1764262472"
"Sing Buri","Sing Buri","14.8911","100.4031","Thailand","TH","THA","Sing Buri","admin","17843","1764482111"
"Sa Kaeo","Sa Kaeo","13.8206","102.0589","Thailand","TH","THA","Sa Kaeo","admin","17864","1764207048"
"Pathum Thani","Pathum Thani","13.9841","100.5512","Thailand","TH","THA","Pathum Thani","admin","13987","1764434288"
"Tak","Tak","16.8711","99.1250","Thailand","TH","THA","Tak","admin","17565","1764055292"
"Phayao","Phayao","19.1652","99.9036","Thailand","TH","THA","Phayao","admin","17467","1764291128"
"Phrae","Phrae","18.1436","100.1417","Thailand","TH","THA","Phrae","admin","16668","1764209592"
"Ranong","Ranong","9.9619","98.6389","Thailand","TH","THA","Ranong","admin","16125","1764623795"
"Nakhon Nayok","Nakhon Nayok","14.2031","101.2150","Thailand","TH","THA","Nakhon Nayok","admin","16195","1764068248"
"Sukhothai","Sukhothai","17.0142","99.8219","Thailand","TH","THA","Sukhothai","admin","15618","1764175777"
"Uthai Thani","Uthai Thani","15.3800","100.0250","Thailand","TH","THA","Uthai Thani","admin","15434","1764844835"
"Phra Samut Chedi","Phra Samut Chedi","13.5934","100.5801","Thailand","TH","THA","Samut Prakan","minor","13082","1764769560"
"Ban Bang Sai","Ban Bang Sai","13.3847","100.9856","Thailand","TH","THA","Chon Buri","","12136","1764574957"
"Ang Thong","Ang Thong","14.5926","100.4574","Thailand","TH","THA","Ang Thong","admin","13277","1764529940"
"Lamphun","Lamphun","18.5803","99.0072","Thailand","TH","THA","Lamphun","admin","12595","1764104264"
"Chai Nat","Chai Nat","15.1872","100.1283","Thailand","TH","THA","Chai Nat","admin","12541","1764848732"
"Trat","Trat","12.2419","102.5149","Thailand","TH","THA","Trat","admin","10413","1764126822"
"Phangnga","Phangnga","8.4644","98.5317","Thailand","TH","THA","Phangnga","admin","10412","1764855952"
"Mae Hong Son","Mae Hong Son","19.3011","97.9700","Thailand","TH","THA","Mae Hong Son","admin","6526","1764090874"
"Bueng Kan","Bueng Kan","18.3669","103.6552","Thailand","TH","THA","Bueng Kan","admin","4494","1764944006"
"Ko Samui","Ko Samui","9.5157","99.9436","Thailand","TH","THA","Surat Thani","minor","68994","1764771934"
"Hua Hin","Hua Hin","12.5686","99.9578","Thailand","TH","THA","Prachuap Khiri Khan","minor","59369","1764352388"
"Khlong Luang","Khlong Luang","14.0647","100.6458","Thailand","TH","THA","Pathum Thani","minor","56128","1764560763"
"Ban Plai Bua Phatthana","Ban Plai Bua Phatthana","13.9032","100.3989","Thailand","TH","THA","Pathum Thani","","46274","1764928382"
"Ban Bang Mae Nang","Ban Bang Mae Nang","13.8815","100.3759","Thailand","TH","THA","Nonthaburi","","45974","1764607798"
"Ban Pet","Ban Pet","16.4379","102.7645","Thailand","TH","THA","Khon Kaen","","42772","1764339108"
"Singhanakhon","Singhanakhon","7.2389","100.5506","Thailand","TH","THA","Songkhla","minor","42423","1764839884"
"Ban Wat Lak Hok","Ban Wat Lak Hok","13.5633","100.0564","Thailand","TH","THA","Ratchaburi","","41884","1764000965"
"Su-ngai Kolok","Su-ngai Kolok","6.0297","101.9668","Thailand","TH","THA","Narathiwat","minor","41590","1764527716"
"Ban Bang Khu Lat","Ban Bang Khu Lat","13.9134","100.3690","Thailand","TH","THA","Nonthaburi","","38758","1764924013"
"Ban Mueang Na Tai","Ban Mueang Na Tai","19.5932","98.9618","Thailand","TH","THA","Chiang Mai","","36156","1764800951"
"Pak Chong","Pak Chong","14.6796","101.3976","Thailand","TH","THA","Nakhon Ratchasima","minor","35736","1764898547"
"Cha-am","Cha-am","12.7992","99.9683","Thailand","TH","THA","Phetchaburi","minor","35581","1764087780"
"Phra Phutthabat","Phra Phutthabat","14.7212","100.8047","Thailand","TH","THA","Sara Buri","minor","34322","1764815202"
"Ban Pak Phun","Ban Pak Phun","8.5391","99.9702","Thailand","TH","THA","Nakhon Si Thammarat","","33407","1764808518"
"Chum Phae","Chum Phae","16.5431","102.1104","Thailand","TH","THA","Khon Kaen","minor","31597","1764511790"
"Mae Sot","Mae Sot","16.7101","98.5707","Thailand","TH","THA","Tak","minor","31530","1764198529"
"Thung Song","Thung Song","8.1669","99.6745","Thailand","TH","THA","Nakhon Si Thammarat","minor","30500","1764422992"
"Ban Phai","Ban Phai","16.0730","102.7362","Thailand","TH","THA","Khon Kaen","minor","28913","1764026556"
