"Cayenne","Cayenne","4.9330","-52.3300","French Guiana","GF","GUF","","primary","61550","1254304969"
"Saint-Laurent-du-Maroni","Saint-Laurent-du-Maroni","5.4976","-54.0325","French Guiana","GF","GUF","","minor","24287","1254543638"
"Kourou","Kourou","5.1600","-52.6499","French Guiana","GF","GUF","","minor","24029","1254317561"
"Sinnamary","Sinnamary","5.3800","-52.9600","French Guiana","GF","GUF","","minor","3180","1254385870"
"Saint-Georges","Saint-Georges","3.9105","-51.8100","French Guiana","GF","GUF","","minor","2742","1254726319"
"Roura","Roura","4.7300","-52.3300","French Guiana","GF","GUF","","minor","2229","1254511393"
"Iracoubo","Iracoubo","5.4804","-53.2200","French Guiana","GF","GUF","","minor","1536","1254480447"
