"Oranjestad","Oranjestad","12.5186","-70.0358","Aruba","AW","ABW","","primary","34980","1533513057"
"Tanki Leendert","Tanki Leendert","12.5418","-70.0220","Aruba","AW","ABW","","","21495","1533786612"
