"Basse-Terre","Basse-Terre","16.0104","-61.7055","Guadeloupe","GP","GLP","","primary","307","1312938008"
"Pointe-à-Pitre","Pointe-a-Pitre","16.2415","-61.5330","Guadeloupe","GP","GLP","","","145511","1312460524"
